x,y,c
1,-2.87397924499447,-1.97756323299935,0
2,-1.93979810055461,-2.75821665813393,0
3,-1.95455982890499,2.6573853745834,0
4,-3.28410386989195,1.95212076758857,0
5,-1.95475799952895,2.35158121951868,0
6,-1.13310773373882,2.6496989559941,0
7,-0.0639327689102293,-2.70330651559087,0
8,2.27237047605587,-1.9212071143765,0
9,2.62700305361989,-2.28401189723405,0
10,1.69558475966305,-3.61868971664079,0
11,-3.19381818556465,-1.20395302066422,0
12,-2.5003332940595,-1.82716174278358,0
13,-1.3491369075255,-2.78380434032875,0
14,2.60957962528577,1.85907739080615,0
15,-2.88338773289204,-2.22883614903201,0
16,0.161543664804919,-2.84678622088592,0
17,-2.11500712071896,3.07838507599971,0
18,-1.20921660268568,2.68140231420886,0
19,1.42722235610683,-3.40838062802085,0
20,3.5669759477798,0.958909629332597,0
21,2.80847667257376,-0.876361884776111,0
22,-2.55122154075286,0.0098861470000559,0
23,-2.28407471632722,-2.30424686018767,0
24,-2.92749942173414,1.37254707745094,0
25,1.26362685772046,-2.42335743054735,0
26,3.32550722417931,-1.50837083104519,0
27,2.92499960461785,-1.20049022593801,0
28,-1.5570094082108,2.20614791935419,0
29,1.93966254021106,-1.96103832265545,0
30,-3.24533722119083,0.307917006630803,0
31,0.451743390534084,3.02941800942393,0
32,-2.05651283778416,-1.54099191654012,0
33,-1.44827718846388,-2.93547787296513,0
34,-0.70006036844437,-3.03703305044935,0
35,-2.14117886771435,-1.5607890938816,0
36,-3.38816575157548,-1.95255636549505,0
37,3.6462786252012,-0.0324578047799971,0
38,-2.93059653428276,-0.240565157123174,0
39,2.47239265511517,-1.72811893810147,0
40,-3.86768002172328,-0.361162839112575,0
41,0.165990974374149,-2.60281632179679,0
42,0.771604247854627,-2.68856129031817,0
43,0.443496360491525,2.50841549024264,0
44,-1.83705213862212,2.60834153899777,0
45,1.70390748793628,2.78110398795127,0
46,-0.862820652683586,2.64827527748826,0
47,2.27175502614363,1.7528616116728,0
48,-2.89656360173336,1.50658822384646,0
49,1.33821658353441,3.45338654157819,0
50,1.02966302808057,2.81046091365069,0
51,-2.54378052405355,0.819344128654489,0
52,-0.773402563681651,-3.37837572944212,0
53,-0.773877439649244,-3.5850312713197,0
54,-1.12594956868656,-3.50834297904879,0
55,0.649990999977254,2.42761399276228,0
56,-1.87846195742805,-1.89883475994336,0
57,0.7534406098913,-3.27618252664956,0
58,2.26245145357666,-1.79740323841673,0
59,-2.79005313347011,2.47665694595187,0
60,3.72731328126356,-0.944478337951458,0
61,-2.67175047353722,-0.310770762992532,0
62,2.91114627644392,0.905877544895076,0
63,-3.88448735471195,0.912329247708265,0
64,1.4381173023716,2.32673593962255,0
65,0.142302556086752,3.17268007093414,0
66,0.421873006783699,-3.00262262086107,0
67,-2.64490771053777,-2.53043384785823,0
68,2.67020878234433,1.29527670106724,0
69,-2.58545152665393,-1.06878178698421,0
70,-2.07526271179134,2.93586926332081,0
71,2.01569585816966,-2.09919643787764,0
72,1.30292138654657,3.53709019822608,0
73,2.7719204547187,1.47611537619966,0
74,0.920488638095603,-2.4835463599604,0
75,2.55757457644338,1.94231705319842,0
76,-3.56252805286461,-1.70499091005218,0
77,-1.11604333443506,-3.20095722870847,0
78,0.273522248446922,2.62773182635349,0
79,3.22437868593461,0.569355905729625,0
80,2.64107630853695,-2.26632926378751,0
81,1.90322970482071,2.79731145526724,0
82,-3.01907909898301,-2.36313559300287,0
83,-1.85394676080517,2.38246283315457,0
84,3.09005257328386,-0.787787640739705,0
85,-1.034132656041,-2.74755793423284,0
86,2.88885438455199,1.56707481240851,0
87,2.65785557199667,0.469759000018181,0
88,-1.20468428746078,-2.87111762669807,0
89,-1.16183197820913,3.63157067070641,0
90,2.52704833901065,-0.217333941276904,0
91,0.439909649046227,-3.2033806236828,0
92,-2.58029468625024,1.86382781944818,0
93,-0.782534865124627,-2.50430807396208,0
94,-2.74362834842404,-0.340980755675336,0
95,-2.40668622974261,-2.67075599180722,0
96,-0.699988431850983,3.64606784247953,0
97,-2.54751731726643,0.767957938916223,0
98,-3.07482843998416,-1.05631091326419,0
99,2.73909681565413,2.91340543880833,0
100,2.86567995527904,-0.0782570055612045,0
101,-2.9636310483526,2.24153772063788,0
102,0.0565457375004616,-2.63008417296722,0
103,2.36918846293756,-2.31456869958028,0
104,-1.66898038406027,2.5844743871867,0
105,2.77394652150335,-1.67210177541174,0
106,-0.410026117058615,-3.74603178123017,0
107,1.10743005085999,-3.62726234636742,0
108,-1.19679480400261,-3.05903952091823,0
109,2.94756704772236,-1.37972734265333,0
110,3.9815516026595,0.301753485327304,0
111,-1.23408940145468,3.78015769740373,0
112,1.58083331273769,2.69859810124747,0
113,2.92006918144439,-0.0225464026004835,0
114,-1.31487142785327,3.09573697933373,0
115,-2.53969509844477,1.65877328455272,0
116,0.2040077702741,3.24742641427538,0
117,0.737119116825139,-3.78223896580306,0
118,1.47093662759956,-3.70933017196209,0
119,2.07828161238188,1.89007670766197,0
120,-2.88195143998742,-0.166564191760364,0
121,-1.4434400116127,2.24487032945252,0
122,2.27494730210774,1.51360365850376,0
123,1.90173334639884,2.05378695170137,0
124,-2.16258099060203,1.50898923265845,0
125,2.09466235983543,1.61309238849147,0
126,-1.85478038449686,-3.10119384587184,0
127,-2.01039140979767,-1.96743556906983,0
128,0.838503093115554,-2.40159703632893,0
129,-2.97262818183802,0.285479408572671,0
130,3.50047748806685,0.033106985461589,0
131,-0.0651458068549333,3.09296849677689,0
132,-3.05973997833259,2.11184684003308,0
133,1.44706716351164,3.30151483651422,0
134,2.66257952121709,-1.51772063149033,0
135,1.04174737330822,2.55026569442884,0
136,0.0575363213920189,-3.04713932781545,0
137,-2.62563025220523,-2.97170934187766,0
138,-2.03032793743592,-1.86877537792144,0
139,-0.213590531717237,3.0649139018123,0
140,-3.73641822533488,1.31698292837615,0
141,0.667856454092282,-2.42395619293958,0
142,-2.57414002319084,1.95462189897028,0
143,1.6709848796266,-3.22245268143758,0
144,-2.58041837536482,-1.89350172947627,0
145,1.71626334285792,-2.27218810096851,0
146,-3.79677524902178,-0.725120504516586,0
147,1.27480379596447,-2.86418157968834,0
148,2.66899683359146,1.06516647391456,0
149,-2.43389120211564,1.99684984403109,0
150,-1.55256769179617,-2.40823765926441,0
151,1.87991096117503,2.61871783780367,0
152,1.9504796138543,2.1182113214607,0
153,1.54657460641601,-2.57581359780299,0
154,2.96542285504469,1.27540633322463,0
155,3.23954475042722,-1.58258925707825,0
156,-2.8248688115059,2.35386960671536,0
157,-2.86411077588155,0.603633072668882,0
158,1.85423251230257,-2.85869013348767,0
159,1.84430985259846,2.40069391515499,0
160,-0.341965792879293,-3.90106747287069,0
161,1.36181479893002,-2.2581887997703,0
162,-2.38463731776811,1.97587386525521,0
163,3.40721832638595,-1.59640212055425,0
164,-0.0865592002806523,-3.83505431635946,0
165,-3.9441583663331,-0.609005286190211,0
166,3.17126888718566,-1.42146958794526,0
167,1.69488482508474,-2.80005341593756,0
168,-2.23082503803148,3.29487852056065,0
169,3.15303730154702,1.93351016567265,0
170,0.337939181063935,-2.914081262578,0
171,0.935145326881831,3.21039070529569,0
172,1.98928554156551,-2.40397121283576,0
173,3.36212396132745,2.05408156136696,0
174,3.16417088229264,0.788983859187722,0
175,3.04008814886107,-1.27639420735281,0
176,-2.47189962477995,-1.84784077221621,0
177,-1.19802730142883,-3.30972499314324,0
178,-1.45080141675463,-2.18455559405229,0
179,-2.81256597728839,2.42345021421926,0
180,-1.83894022941205,-2.0263701783589,0
181,2.56003300229047,2.59443594967588,0
182,-2.77236017407623,1.06627057720298,0
183,-0.495059953407603,2.86364334295311,0
184,3.0269359494415,-0.590289153252228,0
185,3.7873248834733,-0.390990685035104,0
186,-3.01128686121403,1.10375368960014,0
187,-1.82522037850367,2.01969237045887,0
188,2.43179435354651,-2.94383558936848,0
189,-2.58623755677854,0.651919055980868,0
190,-2.55878576696843,1.48880957490059,0
191,1.43354272766967,-3.68891381783501,0
192,2.18626195937429,1.86752702743789,0
193,-3.01096772514624,0.537809944601561,0
194,-0.731874127038634,-3.80362912143676,0
195,-2.90809488271122,-0.986662023233301,0
196,-2.78189447457689,0.166923740975959,0
197,3.29337189948748,2.15149302856429,0
198,0.963684020932149,3.67768530578555,0
199,0.306813057519782,3.88819651621831,0
200,1.64857289667036,3.5214980523352,0
201,1.57613712057009,-2.50756849399233,0
202,2.16893469228043,1.48820468274896,0
203,-2.48411554815374,2.14435525766466,0
204,-0.71387765530798,2.84612196954651,0
205,2.47098914204533,-1.73302824505469,0
206,-1.7744618264693,-2.63944427998162,0
207,2.53617838900828,-2.68075813034384,0
